t,date,target,pred,post,y0,y1,x0,x1,cx,cy
38,2014-09-17 18:20:00+00:00,3.4619029,3.6039493,3.6039493,31,52,10,31,-0.628125,0.122656256
38,2014-09-17 18:20:00+00:00,2.4013472,2.3427274,2.3427274,31,52,52,73,0.028125001,0.03046875
38,2014-09-17 18:20:00+00:00,2.418375,2.5843856,2.5843856,31,52,73,94,0.38723958,0.013281252
38,2014-09-17 18:20:00+00:00,2.0378067,2.0809045,2.0809045,31,52,94,115,0.73333335,0.025000002
38,2014-09-17 18:20:00+00:00,2.1397917,2.3794613,2.3794613,52,73,31,52,-0.3067708,0.54648435
38,2014-09-17 18:20:00+00:00,2.3584805,2.065843,2.065843,52,73,52,73,0.032812502,0.51250005
38,2014-09-17 18:20:00+00:00,2.4625008,2.4500995,2.4500995,52,73,73,94,0.38046876,0.55
38,2014-09-17 18:20:00+00:00,2.2519293,2.2338128,2.2338128,52,73,94,115,0.75182295,0.5292969
39,2014-09-18 19:00:00+00:00,2.9462795,3.8535218,3.8535218,31,52,10,31,-0.64140624,0.11914063
39,2014-09-18 19:00:00+00:00,2.6048615,3.3126178,3.3126178,31,52,31,52,-0.3125,0.040625
39,2014-09-18 19:00:00+00:00,1.6781746,1.940441,1.940441,31,52,94,115,0.7085937,0.027734375
40,2014-09-19 18:05:00+00:00,1.8116544,1.0955832,1.0955832,10,31,94,115,0.7309896,-0.4753906
40,2014-09-19 18:05:00+00:00,3.6837878,3.5412955,3.5412955,31,52,10,31,-0.6536458,0.12382813
40,2014-09-19 18:05:00+00:00,2.5912447,3.423138,3.423138,31,52,31,52,-0.3140625,0.039453126
40,2014-09-19 18:05:00+00:00,1.7239779,2.1523104,2.1523104,52,73,31,52,-0.32630208,0.5390625
40,2014-09-19 18:05:00+00:00,1.8431177,1.6769352,1.6769352,52,73,52,73,0.039843753,0.50039065
41,2014-09-20 18:50:00+00:00,2.7214193,1.721939,1.721939,10,31,94,115,0.72499996,-0.46601564
41,2014-09-20 18:50:00+00:00,3.9015477,3.7315629,3.7315629,31,52,52,73,0.020572918,0.03046875
41,2014-09-20 18:50:00+00:00,2.7248328,2.9775162,2.9775162,31,52,94,115,0.73333335,0.025000002
41,2014-09-20 18:50:00+00:00,2.8577416,2.9160147,2.9160147,52,73,94,115,0.7554688,0.5167969
42,2014-09-23 17:40:00+00:00,2.6447196,1.6196105,1.6196105,10,31,94,115,0.72682285,-0.4734375
42,2014-09-23 17:40:00+00:00,3.7637167,4.338973,4.338973,31,52,31,52,-0.31979167,0.03671875
42,2014-09-23 17:40:00+00:00,3.4691281,3.6419024,3.6419024,31,52,52,73,0.011979168,0.028515626
42,2014-09-23 17:40:00+00:00,3.509785,3.5807831,3.5807831,31,52,73,94,0.3828125,0.0058593783
42,2014-09-23 17:40:00+00:00,2.5565157,2.6760654,2.6760654,31,52,94,115,0.73333335,0.025000002
